u,du,q,Cur_acc
2.0,20.0,0.5,7.41562263921758e-07
2.000000000000008,7.993605777301127e-14,0.5,-8.315097055611266e-07
2.000000000000004,-3.9968028886505635e-14,0.5,1.03916751835893e-06
2.0000000000000164,1.2434497875801753e-13,0.5,-2.4352968510897256e-08
2.000000000000033,1.6431300764452317e-13,0.5,-9.00372750941957e-08
2.0,-3.2862601528904634e-13,0.5,-3.0005955367021775e-07
2.000000000000041,4.085620730620576e-13,0.5,3.186476405601575e-07
2.0,-4.085620730620576e-13,0.5,-1.0591046000092986e-07
2.0,0.0,0.5,-4.338245897566173e-08
2.0,0.0,0.5,9.41343561561971e-09
2.000000000000004,3.9968028886505635e-14,0.5,-6.569196708824937e-09
2.000000000000008,3.9968028886505635e-14,0.5,3.459305632270633e-08
2.0,-7.993605777301127e-14,0.5,-6.895518906538793e-09
2.0000000000000164,1.6431300764452317e-13,0.5,-2.4074343983274198e-08
2.000000000000041,2.4424906541753444e-13,0.5,1.5693193615614846e-07
2.0,-4.085620730620576e-13,0.5,4.61531414376643e-09
2.0,0.0,0.5,-1.2621317716159713e-07
2.0000000000000244,2.4424906541753444e-13,0.5,-2.8220599167461212e-08
2.0,-2.4424906541753444e-13,0.5,1.6655368165058188e-09
2.0,0.0,0.5,2.9120640415029026e-09
2.0000000000000204,2.042810365310288e-13,0.5,1.56603745471139e-08
2.0000000000000124,-7.993605777301127e-14,0.5,1.3880738011198774e-07
2.0,-1.2434497875801753e-13,0.5,-1.5016759232549737e-07
2.000000000000008,7.993605777301127e-14,0.5,-1.924600678696245e-08
2.0,-7.993605777301127e-14,0.5,10.962208074244735
2.000000000000018,1.8207657603852567e-13,0.5,14.125744607431388
2.000000000000018,0.0,0.5,10.751034550716028
2.0000000000000306,1.2434497875801753e-13,0.5,5.703879872757079
2.0,-3.064215547965432e-13,0.5,1.5597506086687327
2.0000000000000244,2.4424906541753444e-13,0.5,-0.11890757796752544
2.0,-2.4424906541753444e-13,0.5,0.996498810585573
2.0,0.0,0.5,2.005016069024515
2.0,0.0,0.5,1.0170953948590027
2.0,0.0,0.5,0.4428831361246025
2.0,0.0,0.5,1.4116101806064172
2.000000000000018,1.8207657603852567e-13,0.5,1.6270131837418877
2.0000000000000164,-1.7763568394002505e-14,0.5,1.1629783257935762
2.0,-1.6431300764452317e-13,0.5,1.4276169549772144
2.0000000000000164,1.6431300764452317e-13,0.5,1.8619665686833775
2.0,-1.6431300764452317e-13,0.5,1.6392864682491837
2.0,0.0,0.5,1.4677052009478635
2.0,0.0,0.5,1.6531536048613347
2.0,0.0,0.5,1.6507653856659177
2.0,0.0,0.5,1.5190820656365431
2.0,0.0,0.5,1.5350194422028947
2.0,0.0,0.5,1.5560087335163504
2.0,0.0,0.5,1.5021361935328639
2.0,0.0,0.5,1.4808901717628984
2.0,0.0,0.5,1.4903984655243576
2.0,0.0,0.5,1.476656545418706
2.0,0.0,0.5,1.4599109923033717
2.0,0.0,0.5,1.4557637108635992
2.0,0.0,0.5,1.448235303339598
2.0,0.0,0.5,1.4371978352749037
2.0,0.0,0.5,1.4293430257862978
2.0,0.0,0.5,1.4211313584171814
2.0,0.0,0.5,1.4116467412802063
2.0,0.0,0.5,1.402915272182961
2.0,0.0,0.5,1.3940611365880196
2.0,0.0,0.5,1.3849059590716912
2.0,0.0,0.5,1.3761970639489505
2.0,0.0,0.5,1.367684419247206
2.0,0.0,0.5,1.359162171344541
2.0,0.0,0.5,1.3504682171416895
2.0,0.0,0.5,1.341947794697279
2.0,0.0,0.5,1.3339690744483008
2.0,0.0,0.5,1.3261561134646138
2.0,0.0,0.5,1.3178394529906452
2.0,0.0,0.5,1.3097071103031468
2.0,0.0,0.5,1.3022646345392452
2.0,0.0,0.5,1.294553110693358
2.0,0.0,0.5,1.286881520075862
2.0,0.0,0.5,1.2794955342530927
2.0,0.0,0.5,1.2720407812760015
2.0,0.0,0.5,1.2648862599154787
2.0,0.0,0.5,1.257728420544253
2.0,0.0,0.5,1.2505998524695545
2.0,0.0,0.5,1.243807412806856
2.0,0.0,0.5,1.23698887519149
2.0,0.0,0.5,1.2299725926753566
2.0,0.0,0.5,1.223460294520302
2.0,0.0,0.5,1.2172584246684517
2.0,0.0,0.5,1.2103621403460394
2.0,0.0,0.5,1.2037416916197268
2.0,0.0,0.5,1.1979756882082782
2.0,0.0,0.5,1.1918678852802522
2.0,0.0,0.5,1.1852228476788602
2.0,0.0,0.5,1.1791615926353982
2.0,0.0,0.5,1.1738583606244495
2.0,0.0,0.5,1.1676671799979128
2.0,0.0,0.5,1.1613629309064062
2.0,0.0,0.5,1.1561963116447402
2.0,0.0,0.5,1.1507430135121979
2.0,0.0,0.5,1.1446714272212763
2.0,0.0,0.5,1.138994372365306
2.0,0.0,0.5,1.1339739827731492
2.0,0.0,0.5,1.1287468221232155
2.0,0.0,0.5,1.1231825975665721
2.0,0.0,0.5,1.117822940604623
2.0000000000000124,1.2434497875801753e-13,0.5,1.1128335891510321
2.000000000000004,-8.43769498715119e-14,0.5,1.107757025629599
2.0,-3.9968028886505635e-14,0.5,1.1025952572353148
2.0000000000000133,1.3322676295501878e-13,0.5,1.0976121797420624
2.0,-1.3322676295501878e-13,0.5,1.0927550494686535
2.0,0.0,0.5,1.087958269518125
2.0,0.0,0.5,1.0830223127702105
2.0,0.0,0.5,1.0782675032478943
2.0,0.0,0.5,1.0737021213521656
2.0,0.0,0.5,1.0690533936619364
2.0,0.0,0.5,1.0644636219031096
2.0,0.0,0.5,1.059822021715329
2.0,0.0,0.5,1.055553633967006
2.0,0.0,0.5,1.0511381407376494
2.0,0.0,0.5,1.0466536222052443
2.0,0.0,0.5,1.042376555996543
2.0,0.0,0.5,1.0382299498273018
