vehicle_2_s,vehicle_2_d,info_vehicle_2_s,info_vehicle_2_d
,,2200.0052303962116,-0.0001293791507354473
,,2200.0059327380454,-0.0001474864987736839
,,2200.0055971249203,-0.0001489436942353994
,,2200.0053529591564,-0.0001524310051905604
,,2200.0051698368275,-0.00015409281494524252
,,2200.0051087847028,-0.00015591831614523513
,,2200.0050172306023,-0.00015579554756128583
,,2200.0050172219235,-0.000155795547559994
,,2200.0049867058187,-0.0001557546247035576
,,2200.004986702928,-0.0001557546247038848
,,2200.004986702928,-0.0001557546247038848
,,2200.004986702928,-0.0001557546247038848
,,2200.004986702928,-0.0001557546247038848
,,2200.004986702928,-0.0001557546247038848
,,2200.004986702928,-0.0001557546247038848
,,2200.004986702928,-0.0001557546247038848
,,2200.004986702928,-0.0001557546247038848
,,2200.004986700368,-0.00015766197162230664
,,2200.004986700368,-0.00015766197162230664
,,2200.004986700368,-0.00015766197162230664
,,2200.004986700368,-0.00015766197162230664
,,2200.004986700368,-0.00015766197162230664
,,2200.004986700368,-0.00015766197162230664
,,2200.004986700368,-0.00015766197162230664
,,2200.0574134669455,-0.00015739556543548108
,,2200.2712146852764,-0.00015990460217249052
,,2200.6185698450754,-0.0001564683565578543
,,2201.072530687186,-0.00014527374412637574
,,2201.6137172386457,-0.00013085006548546184
,,2202.227388785593,-0.00010679041222315519
,,2202.9026195809884,-7.181121517881763e-05
,,2203.631963058677,-3.310002170340808e-05
,,2204.4098649934162,9.16141424363902e-06
,,2205.232144567548,5.485978134866819e-05
,,2206.0941023466776,0.000100768353229495
,,2206.9882924443405,0.0001511598615968592
,,2207.9072991088497,0.00020071775358098724
,,2208.839983659493,0.0002433879466003448
,,2209.7713619113024,0.0002859073744537238
,,2210.694169229474,0.00032085131128391974
,,2211.613683577894,0.0003354199064639655
