vehicle_5_s,vehicle_5_d,info_vehicle_5_s,info_vehicle_5_d
,,2160.001876555784,-3.5000440186502177
,,2160.002242903395,-3.5000645518247735
,,2160.0021207736554,-3.5000558001240405
,,2160.0019986569396,-3.500048955732523
,,2160.001907155245,-3.500057173603351
,,2160.001876650619,-3.500059277123895
,,2160.001846145975,-3.5000613806444356
,,2160.001846145975,-3.5000632879536453
,,2160.001846145975,-3.5000632879536453
,,2160.001846145975,-3.5000632879536453
,,2160.001846145975,-3.5000632879536453
,,2160.001846145975,-3.5000632879536453
,,2160.001846145975,-3.5000632879536453
,,2160.001846145975,-3.5000632879536453
,,2160.001846145975,-3.5000632879536453
,,2160.001846145975,-3.5000632879536453
,,2160.001846145975,-3.5000632879536453
,,2160.001846145975,-3.5000632879536453
,,2160.001846145975,-3.5000632879536453
,,2160.001846145975,-3.5000632879536453
,,2160.001846145975,-3.5000632879536453
,,2160.001846145975,-3.5000632879536453
,,2160.001846145975,-3.5000632879536453
,,2160.001846145975,-3.5000632879536453
,,2160.0544901472163,-3.5000681393975652
,,2160.269307965376,-3.5000736289289356
,,2160.6182836338367,-3.500078694172299
,,2161.074469553539,-3.500067749595739
,,2161.618151389216,-3.500081648607368
,,2162.234710882232,-3.500075007291302
,,2162.91337542809,-3.5000596956426655
,,2163.646180012727,-3.5000393289264413
,,2164.4239382850724,-3.500010372384758
,,2165.2211048812756,-3.50000580967515
,,2166.0014841557827,-3.499951202779667
,,2166.7546714181717,-3.4999208933021992
,,2167.4968730404075,-3.49989441319914
,,2168.2483836807073,-3.4998936397805345
,,2169.0206167817023,-3.499833544908601
,,2169.8130847062566,-3.4997995137271976
,,2170.605797065931,-3.49977560225211
