vs,vs_cmd,throttle
0.0,0.006,0.5185711979866028
8.3151898811854e-08,0.51008502197604,0.5455718636512756
2.076581441368844e-08,0.22784220504761932,0.5654280185699463
1.8330373056742534e-08,0.11186267042187487,0.5857143998146057
9.326737129395701e-09,0.06658789023758951,0.6064286231994629
2.067928117885535e-08,0.051160655603672105,0.6275715231895447
1.1185524663976484e-08,0.048253704429122725,0.6491426825523376
5.947060779031802e-10,0.048826257133629654,0.6711429357528687
3.743626149874212e-09,0.055213534053902835,0.6935714483261108
2.8024040556195303e-09,0.060828488439642524,0.7164285778999329
3.4592674313322853e-09,0.0664631818799355,0.7392857074737549
0.0,0.07200000000000002,0.7621428370475769
6.896120528359109e-10,0.07811396228041406,0.7850000262260437
3.0970121504418734e-09,0.08408435360469738,0.8078571557998657
1.2596190582019233e-08,0.09004815575033796,0.830714225769043
1.3057726337841657e-08,0.09602454514005775,0.8535714149475098
4.36411537931478e-10,0.10201068010616514,0.8764286041259766
2.3856486965062756e-09,0.10800860131185724,0.8992857336997986
2.2190847038890935e-09,0.11400496814721293,0.9221428632736206
1.9279053808418357e-09,0.12000267060685688,0.9449999928474426
3.618381384842365e-10,0.1260014399071405,0.9678571224212646
1.3518882845550662e-08,0.12749217211467906,0.9710692167282104
1.4978543895353016e-09,0.12767885689107156,0.9736395478248596
3.4224734089376703e-09,0.12770216113878313,0.976638913154602
1.0766125567589537,1.1983131108936809,0.0
2.3780270369257734,2.4937276420128307,0.0
3.1914380839371126,3.3011387206946248,0.0
3.48698768302958,3.6026883331441386,0.4040175676345825
3.5450035518638967,3.6667041999208116,0.8204951286315918
3.6366207950026195,3.759568573194085,0.38557949662208557
3.780756075869403,3.897703822828717,0.1623629480600357
3.8253939118378613,3.936341637410873,0.6283605098724365
3.8314930880840126,3.9364407968692876,0.6544461846351624
3.9322259547295357,4.031173651594346,0.17517343163490295
4.022678105769921,4.115625795599154,0.3817076086997986
4.03822778273652,4.132891612545315,0.7953218817710876
4.102545534672436,4.203209351971309,0.573678731918335
4.243423221974543,4.338087024234488,0.28031015396118164
4.336725754194526,4.425389566059161,0.5518949627876282
4.388338829469499,4.471002774691508,0.655336320400238
4.495713780242439,4.572377936869766,0.34790465235710144
4.598490151704756,4.669154277148927,0.40839311480522156
4.649469220906592,4.7141330563372845,0.6002498865127563
4.715541406961464,4.774205519753143,0.45493435859680176
4.798948095011345,4.8516139904195805,0.37768328189849854
4.849477679678552,4.896142097691454,0.5147093534469604
4.894936325041292,4.947603654762897,0.5280405879020691
4.965381068970589,5.0240920245015825,0.4362074136734009
5.030835904806842,5.095702660466763,0.5069268345832825
