vehicle_4_s,vehicle_4_d,info_vehicle_4_s,info_vehicle_4_d
,,2150.0018720984885,-8.839680358664631e-05
,,2150.002177390604,-0.00010550760681481609
,,2150.002024756811,-9.885951440885182e-05
,,2150.0019026522286,-9.392250232037257e-05
,,2150.0018111381814,-0.0001002331165580297
,,2150.001780658026,-0.00010615127303944482
,,2150.001780658026,-0.00010615127303944482
,,2150.00178067029,-0.00010805858224090602
,,2150.0017501533425,-0.00010825481111767447
,,2150.0017501533425,-0.00010825481111767447
,,2150.0017501533425,-0.00010825481111767447
,,2150.001750177871,-0.00011206942952315538
,,2150.001750177871,-0.00011206942952315538
,,2150.001750177871,-0.00011206942952315538
,,2150.001750177871,-0.00011206942952315538
,,2150.001750177871,-0.00011206942952315538
,,2150.001750177871,-0.00011206942952315538
,,2150.001750177871,-0.00011206942952315538
,,2150.001750177871,-0.00011206942952315538
,,2150.001750177871,-0.00011206942952315538
,,2150.001750177871,-0.00011206942952315538
,,2150.001750177871,-0.00011206942952315538
,,2150.001750177871,-0.00011206942952315538
,,2150.001750177871,-0.00011206942952315538
,,2150.0544551165326,-0.00011077494081761222
,,2150.269242295084,-0.00011439818141242513
,,2150.6182790189673,-0.00010919473069875556
,,2151.0744650371253,-8.244453403907425e-05
,,2151.6181163421606,-7.110308032278862e-05
,,2152.23232561319,-3.906321405618465e-05
,,2152.8833400641283,-4.145163963400708e-05
,,2153.5261452354953,-6.256315953655125e-05
,,2154.1331216833964,-3.0009041996910307e-05
,,2154.6909332689247,6.806970608097145e-06
,,2155.196040038436,2.3300784903846884e-05
,,2155.665501566381,3.5754759992188306e-05
,,2156.135024189531,3.918973796170822e-05
,,2156.6281068525627,4.553075476828613e-05
,,2157.154668017103,4.7993857154933565e-05
,,2157.7095500369874,5.717890444893305e-05
,,2158.265195017348,6.547594137962438e-05
,,2158.820046544834,7.036699011767009e-05
,,2159.3740130931387,6.744677730816887e-05
,,2159.9270945518692,7.394595231576325e-05
,,2160.4899417771167,8.9743085041741e-05
,,2161.0945991700855,7.10742041350942e-05
,,2161.7046887390907,6.263576482577716e-05
,,2162.294453125932,6.29594321755443e-05
,,2162.852875344722,5.8476505431855766e-05
,,2163.377758089422,4.828634710104022e-05
,,2163.885458823941,7.830422275133748e-05
,,2164.40722870514,6.898977201535655e-05
,,2164.960493363648,6.171000698275474e-05
,,2165.5353038453995,5.925064290129807e-05
,,2166.104102230972,5.8050053404076335e-05
,,2166.6495237028744,5.144008406198039e-05
,,2167.1700725873666,8.328800901938132e-05
,,2167.683480334581,9.600851353191534e-05
,,2168.2181898675954,9.708452361095315e-05
,,2168.783814331296,0.00010074549538305246
,,2169.353070483156,0.00010125016830262983
,,2169.9215026279753,0.0001041022199975591
,,2170.489019141718,0.00011997884849241023
,,2171.0555896798323,0.00012188106740025285
,,2171.624174411375,0.00012511426489275317
,,2172.212840153769,0.00012388428718179817
,,2172.7999799743156,0.0001243388003547554
,,2173.371097731311,0.00012481734146805494
,,2173.921615684562,0.0001263287278075743
,,2174.4534260021182,0.00012381096816582894
,,2174.981879367908,0.00011491581146763623
,,2175.5280943499865,0.00010607212148505449
,,2176.0932306295854,0.00010139647055281838
,,2176.6583975003127,9.61996007887402e-05
,,2177.2092514183664,9.272846495779901e-05
,,2177.743411998035,8.701453167185318e-05
,,2178.2735748024043,7.874362751549012e-05
,,2178.8188747769877,6.173599098941571e-05
,,2179.3810208322493,6.544787181529304e-05
,,2179.9425260863995,0.00010118308036633679
,,2180.497195256766,0.00019311358255433763
,,2181.050582485941,0.00036643973030233784
,,2181.602748793368,0.0006034752421767533
,,2182.1536329593628,0.0009052243900358312
,,2182.7031738419832,0.0012496244312012598
,,2183.2272317215334,0.001531627080097543
,,2183.7058174105414,0.0016256725471212176
,,2184.1762851275234,0.0014629798823748577
,,2184.670740134347,0.0008722112168297637
,,2185.2040444638483,-0.00024126187254282382
,,2185.7797980130767,-0.0019049731007138165
,,2186.3751105833744,-0.004005567593708102
,,2186.9580293528293,-0.006307232765783915
,,2187.513204948043,-0.008565976390671552
,,2188.0363064895823,-0.010605548020299012
,,2188.5430523387163,-0.012382265496832832
,,2189.064204923943,-0.013964712774867629
,,2189.6167634709213,-0.015406049569414612
,,2190.19028945007,-0.016682190389087494
,,2190.757133088005,-0.017755637855799956
,,2191.3004476689366,-0.01861953991702989
,,2191.819958300611,-0.019289436571285117
,,2192.3344949084662,-0.019803209032735167
,,2192.8540372029356,-0.020174055463274523
,,2193.3722991502273,-0.020405408016370512
,,2193.8892192651665,-0.02050311536745025
,,2194.4046447683936,-0.020478592895949502
,,2194.9184840940584,-0.020348376451179047
,,2195.4503289875597,-0.020106039454888164
,,2196.022640933845,-0.01973733631134294
,,2196.6147006267097,-0.01925002262679776
,,2197.1998354781645,-0.01865758951007766
,,2197.7666306062824,-0.018000254920701123
,,2198.312186089956,-0.017291509289616445
,,2198.84291005677,-0.016547715373919976
,,2199.3762888008537,-0.015750347791806778
