ego_s,s_ahead
2000.0000025866925,2070.000029115585
2000.0000025866925,2070.0019256365226
2000.0000025866925,2070.002250659367
2000.0000025866925,2070.0021293827685
2000.0000025866925,2070.0019858959013
2000.0000025866925,2070.0019141524863
2000.0000025866925,2070.001876007135
2000.0000025866925,2070.0018446827344
2000.0000025866925,2070.0018401354337
2000.0000025866925,2070.0018355881316
2000.0000025866925,2070.0018355881316
2000.0000025866925,2070.0018355881316
2000.0000025866925,2070.0018333144803
2000.0000025866925,2070.0018333144803
2000.0000025866925,2070.0018333144803
2000.0000025866925,2070.0018333144803
2000.0000025866925,2070.0018333144803
2000.0000025866925,2070.0018333144803
2000.0000025866925,2070.0018333144803
2000.0000025866925,2070.0018333144803
2000.0000025866925,2070.0018333144803
2000.0000025866925,2070.0018333144803
2000.0000025866925,2070.0018333144803
2000.0000025866925,2070.0018333144803
2000.0445894211016,2070.0018333144803
2000.2341679581382,2070.05254674388
2000.5481916847766,2070.2492929776236
2000.942050885266,2070.5522973275783
2001.3694653070513,2070.912733633596
2001.8079432023985,2071.278363111851
2002.2605424712685,2071.62271993578
2002.738471650037,2071.9367067967155
2003.2371232305843,2072.217693279168
2003.7494235646227,2072.4857446661276
2004.2797745740995,2072.775129621478
2004.8323653509394,2073.1015891274096
2005.4043679520605,2073.462774011745
2005.9969293656607,2073.8304224512726
2006.6139346620726,2074.1780850730242
2007.254478507524,2074.5024567091295
2007.9167092672146,2074.8228057070537
2008.6014545003097,2075.1458026293067
2009.3091776323683,2075.4682587838906
2010.038768314285,2075.7901064630864
2010.7900500121168,2076.111347436464
2011.5633880177975,2076.4333415298865
2012.3586245973079,2076.7932543388015
2013.1754959770078,2077.2069573025224
2014.0141192348713,2077.6716215643314
2014.8745174396117,2078.1658098124003
2015.7565987193113,2078.657141408337
2016.6603231562287,2079.1290850615947
2017.5857263786252,2079.5878039475465
2018.5327753356055,2080.0569473345
2019.5014825431522,2080.557979733694
2020.4918288387107,2081.0967172595647
2021.5038529460078,2081.6511729251347
2022.5374563419093,2082.1920699983657
2023.5926457185162,2082.707730027677
2024.6695265743194,2083.210523503327
2025.767978709749,2083.7296409039955
2026.8878508486673,2084.2603607721494
2028.029307841258,2084.789969143363
2029.1923159564694,2085.3185500166246
2030.376753891799,2085.846191966897
2031.5825499178006,2086.3729122196733
2032.8097005800776,2086.921689615843
2034.0581432573288,2087.5190950303086
2035.3277832439328,2088.1631466905874
2036.618510911544,2088.8409685008623
2037.930258029197,2089.525223436595
2039.2628886227528,2090.1964505440515
2040.6165581158957,2090.8532838245337
2041.9907389596249,2091.511344048898
2043.3855461842948,2092.192649194038
2044.800981140163,2092.9067601818347
2046.2365389100878,2093.642767925515
2047.6921724143153,2094.3774231037055
2049.1681154327734,2095.0988504780403
2050.6637655971385,2095.8154451660907
2052.1789401738765,2096.5486829759666
2053.713849352703,2097.2997924189585
2055.2678414325414,2098.0495767796347
2056.8408951511005,2098.798106970968
2058.43297992036,2099.5454024532473
2060.043603731931,2100.2914691654223
2061.6725070510265,2101.047738659408
2063.3195675679,2101.842214011092
2064.984491395326,2102.675373594662
2066.667068907627,2103.535538295496
2068.3669649985864,2104.402835251347
2070.0826000377465,2105.263833712765
2071.8072525555303,2106.1197071800943
2073.5360068445016,2106.980884581196
2075.273046616802,2107.857693397943
2077.022285374557,2108.7533316146687
2078.775479640739,2109.664051910199
2080.5207672949946,2110.583860042958
2082.255922555166,2111.5090774151286
2083.981641369628,2112.4396254678145
2085.6903579663804,2113.380196706935
2087.3671918455925,2114.3349151403736
2089.00517078897,2115.3024784563895
2090.6090683510192,2116.2804434005207
2092.185451127465,2117.267837786586
2093.731546790876,2118.2639630275085
2095.2445942720615,2119.2687750410605
2096.7278181975994,2120.2825881203503
2098.1847512463614,2121.3057866920262
2099.614840431409,2122.3389381940615
2101.01860011258,2123.3819851614344
2102.399463790615,2124.4347181488765
2103.7595533077524,2125.4970204508973
2105.100096063798,2126.562702339733
2106.4224797644615,2127.626610338324
2107.7266731394775,2128.688807218063
2109.0168101956865,2129.749171810242
2110.281850005344,2130.807795755363
2111.5021480328082,2131.8720328847803
2112.720934450407,2132.9480774274843
2113.931143776774,2134.0286654850006
2115.131117819948,2135.1079359562964
2116.317963261582,2136.183139682799
2117.4902767231833,2137.254670659807
2118.6488367324,2138.324204568938
2119.7927869176697,2139.393447392987
2120.921645433394,2140.46337261672
2122.032987161229,2141.534160471406
2123.120979179896,2142.605533481797
2124.190377759734,2143.6770923693402
2125.2527797357507,2144.748651578433
2126.3155379640575,2145.819903501187
2127.3748045667085,2146.8910904762756
2128.4270652556816,2147.9623024071907
2129.4763789159797,2149.033537683614
2130.5256412354306,2150.1047959566054
2131.57182606964,2151.1760761296264
2132.614931477031,2152.247254906946
2133.657976848341,2153.318363535177
2134.7008067568822,2154.3894323811683
2135.741864021458,2155.460583029986
2136.7824265461254,2156.531724887766
2137.8234695915703,2157.6028280844967
2138.864351311544,2158.6739542476284
2139.904917584672,2159.745043164795
2140.9461444126305,2160.81618707353
2141.9879713466835,2161.883985352918
2143.0299067780147,2162.9486328612147
2144.07143358099,2164.0158934770416
2145.1134363472247,2165.0857822474745
2146.1567403399035,2166.157448878874
2147.2010388935805,2167.229796572496
2148.246363751577,2168.301848186797
2149.292959127191,2169.3734196202126
2150.340857554661,2170.4445696435646
2151.389723358965,2171.5156007508353
2152.439586846692,2172.5865098304325
2153.4905720114098,2173.657720256639
2154.5427090655967,2174.7290754605856
2155.595968419346,2175.8004496694048
2156.6503507810457,2176.871869251301
2157.7057964144683,2177.942811131158
2158.7623052297786,2179.0132721162636
2159.8198168076387,2180.083707509225
2160.878331792422,2181.1541734376547
2161.9378206004167,2182.2246026125586
2162.998191888929,2183.295057757876
2164.0593856314513,2184.365507205674
2165.1213398821046,2185.4358768511906
2166.1840555116064,2186.506524358584
2167.2475938473203,2187.577176753886
2168.311985163742,2188.647816688918
2169.3770776701926,2189.718472757774
2170.442840863985,2190.789161318127
2171.5091829734124,2191.859893902697
2172.5761960826717,2192.930584585352
2173.6437276925444,2194.0015264605945
2174.711777387945,2195.072509347546
2175.7805288804802,2196.1431613470677
2176.8495898437154,2197.213298981057
2177.9188942004457,2198.2832285549944
2178.987915260991,2199.353224389755
2180.0570587196908,2200.423163923245
2181.126506009225,2201.4931995855477
2182.196285118858,2202.56342281632
2183.266296052078,2203.6333756923627
2184.336606043542,2204.7033021402362
2185.4066626523354,2205.772896953061
2186.476619788019,2206.8425262037954
2187.54682757765,2207.912098374817
2188.617133256841,2208.9817050093798
2189.687496592904,2210.0514987482284
2190.757838588912,2211.1212966165112
2191.82817278095,2212.190946132871
2192.8985177358295,2213.260325364535
2193.9692031813634,2214.329556541043
2195.0399811396933,2215.3987924526664
2196.1107010895307,2216.468033375806
2197.180875627201,2217.5373710918316
2198.2505043864167,2218.6068058898304
2199.320045221382,2219.676154966113
2200.3895900064335,2220.745357528898
2201.459169452224,2221.814261276049
2202.5288142665718,2222.8831410789826
2203.598494153832,2223.95205831446
2204.668026185176,2225.0209522556256
2205.7368611943016,2226.0899756810177
2206.8056403247597,2227.158945861121
2207.8743942940077,2228.227893520911
2208.943001206336,2229.2966053009254
2210.011613846364,2230.3651118506173
2211.0802629769587,2231.4334744224834
2212.1488572303433,2232.5018457886945
2213.217030479383,2233.5703787642638
2214.284874509949,2234.639043082242
2215.352725258844,2235.7076558334747
2216.4204302582416,2236.7762170984665
2217.488081233055,2237.8442998856494
2218.555892003632,2238.9123312575693
2219.6237407382873,2239.9803725636184
2220.691413909529,2241.0484544955034
2221.7585758717687,2242.1166992206577
2222.8255319419786,2243.184984907755
2223.8924655124024,2244.2531285618147
2224.9594379636687,2245.321008160914
2226.0263881824,2246.3887152707152
2227.0934688769044,2247.456433109304
2228.160558254312,2248.524192419105
2229.2272595863283,2249.5919933686655
2230.293634107533,2250.6599276047787
2231.3600787990813,2251.727720775414
2232.4264105881302,2252.7954948360275
2233.492721209771,2253.862914469538
2234.5592244919017,2254.930132072716
2235.6256459876345,2255.9973614493165
2236.692138370404,2257.064633430522
2237.758091204637,2258.1321007125857
2238.824023695215,2259.1996110902023
2239.8899359839293,2260.2671035838557
2240.9557976234923,2261.334303784225
2242.021700320494,2262.401211584328
2243.0877664779337,2263.4681321736903
2244.1538436435867,2264.5350965156845
2245.219657017303,2265.6020743297304
2246.285054239043,2266.6692487471882
2247.3504934375665,2267.736284644971
2248.415913596801,2268.80330382784
2249.481375927294,2269.8699711179584
2250.54700271251,2270.936499763469
2251.6126111369877,2272.002951183243
2252.6783538866202,2273.069600123206
2253.7435592838783,2274.1363555736343
2254.8086551052747,2275.203065145131
2255.8737941764657,2276.269820275714
2256.938945973088,2277.336285772754
2258.0041106534663,2278.402430842624
2259.069410668438,2279.468621557251
2260.134693578845,2280.534797606362
2261.199867683887,2281.6010352909693
2262.264688979046,2282.667426370257
2263.329524166312,2283.7337424324414
2264.3943731981803,2284.799998542428
2265.459022531876,2285.865950929495
2266.5239607819813,2286.9316298570393
2267.5889442277503,2287.9973556790583
2268.6539423178647,2289.063098582079
2269.71849682554,2290.1290111219078
2270.782822030395,2291.1950022621063
2271.8471929657703,2292.2610110068176
2272.9115484167723,2293.3267782498338
2273.975980146149,2294.392227454216
2275.0405801282923,2295.457648285564
2276.1051960289838,2296.5231328780133
