u,du,q,Cur_acc
2.0,20.0,1,7.41562263921758e-07
2.000000000000002,2.220446049250313e-14,1,-8.315097055611266e-07
2.00000000000001,7.993605777301127e-14,1,1.03916751835893e-06
2.0000000000000533,4.3076653355456074e-13,1,-2.4352968510897256e-08
2.0,-5.329070518200751e-13,1,-9.00372750941957e-08
2.0,0.0,1,-3.0005955367021775e-07
2.000000000000037,3.6859404417555197e-13,1,3.186476405601575e-07
2.0,-3.6859404417555197e-13,1,-1.0591046000092986e-07
2.0,0.0,1,-4.338245897566173e-08
2.0,0.0,1,9.41343561561971e-09
2.0000000000000266,2.6645352591003757e-13,1,-6.569196708824937e-09
2.0,-2.6645352591003757e-13,1,3.459305632270633e-08
2.0,0.0,1,-6.895518906538793e-09
2.0,0.0,1,-2.4074343983274198e-08
2.000000000000018,1.8207657603852567e-13,1,1.5693193615614846e-07
2.0,-1.8207657603852567e-13,1,4.61531414376643e-09
2.0,0.0,1,-1.2621317716159713e-07
2.000000000000006,6.217248937900877e-14,1,-2.8220599167461212e-08
2.000000000000004,-2.220446049250313e-14,1,1.6655368165058188e-09
2.0,-3.9968028886505635e-14,1,2.9120640415029026e-09
2.0000000000000204,2.042810365310288e-13,1,1.56603745471139e-08
2.0000000000000124,-7.993605777301127e-14,1,1.3880738011198774e-07
2.0,-1.2434497875801753e-13,1,-1.5016759232549737e-07
2.0,0.0,1,-1.924600678696245e-08
2.000000000000006,6.217248937900877e-14,1,10.962208074244735
2.0,-6.217248937900877e-14,1,14.125744607431388
2.0000000000000164,1.6431300764452317e-13,1,10.751034550716028
2.0,-1.6431300764452317e-13,1,5.703879872757079
2.000000000000006,6.217248937900877e-14,1,1.5597506086687327
2.000000000000027,2.0872192862952943e-13,1,-0.11890757796752544
2.0000000000000067,-2.042810365310288e-13,1,0.996498810585573
2.0,-6.661338147750939e-14,1,2.0057742515802937
2.0000000000000164,1.6431300764452317e-13,1,0.9602172091500079
2.0,-1.6431300764452317e-13,1,0.2568991109663654
2.0,0.0,1,1.5316419060330335
2.0000000000000204,2.042810365310288e-13,1,2.007020566873332
2.0000000000000164,-3.9968028886505635e-14,1,1.0048994925900092
2.0000000000000417,2.531308496145357e-13,1,0.941900931171023
2.0,-4.1744385725905886e-13,1,2.1268123335309266
2.00000000000002,1.9984014443252818e-13,1,2.1992429662591553
2.0000000000000124,-7.549516567451064e-14,1,1.1904391768018772
2.0000000000000226,1.021405182655144e-13,1,1.2079776267316085
2.0,-2.2648549702353193e-13,1,2.05047585599158
2.0,0.0,1,1.8365878671291582
2.0,0.0,1,1.1825286041300411
2.0,0.0,1,1.5208884820542266
2.0,0.0,1,1.8899916396820564
2.0,0.0,1,1.4338073920629324
2.0,0.0,1,1.2694821576034174
2.000000000000004,3.9968028886505635e-14,1,1.7162639132774775
2.0,-3.9968028886505635e-14,1,1.6540454300555334
2.0,0.0,1,1.3338834736638079
2.0,0.0,1,1.4897053187864904
2.0,0.0,1,1.630078856832624
