vehicle_2_s,vehicle_2_d,info_vehicle_2_s,info_vehicle_2_d
,,2200.0052303962116,-0.0001293791507354473
,,2200.0059327380454,-0.0001474864987736839
,,2200.0055971249203,-0.0001489436942353994
,,2200.0053529591564,-0.0001524310051905604
,,2200.0051698368275,-0.00015409281494524252
,,2200.0051087847028,-0.00015591831614523513
,,2200.0050172306023,-0.00015579554756128583
,,2200.0050172219235,-0.000155795547559994
,,2200.0049867058187,-0.0001557546247035576
,,2200.004986702928,-0.0001557546247038848
,,2200.004986702928,-0.0001557546247038848
,,2200.004986702928,-0.0001557546247038848
,,2200.004986702928,-0.0001557546247038848
,,2200.004986702928,-0.0001557546247038848
,,2200.004986702928,-0.0001557546247038848
,,2200.004986702928,-0.0001557546247038848
,,2200.004986702928,-0.0001557546247038848
,,2200.004986700368,-0.00015766197162230664
,,2200.004986700368,-0.00015766197162230664
,,2200.004986700368,-0.00015766197162230664
,,2200.004986700368,-0.00015766197162230664
,,2200.004986700368,-0.00015766197162230664
,,2200.004986700368,-0.00015766197162230664
,,2200.004986700368,-0.00015766197162230664
,,2200.0574134669455,-0.00015739556543548108
,,2200.2712146852764,-0.00015990460217249052
,,2200.6185698450754,-0.0001564683565578543
,,2201.072530687186,-0.00014527374412637574
,,2201.6137172386457,-0.00013085006548546184
,,2202.227388785593,-0.00010679041222315519
,,2202.9026195809884,-7.181121517881763e-05
,,2203.631963058677,-3.310002170340808e-05
,,2204.4098649934162,9.16141424363902e-06
,,2205.232144567548,5.485978134866819e-05
,,2206.0941023466776,0.000100768353229495
,,2206.9882924443405,0.0001511598615968592
,,2207.9072991088497,0.00020071775358098724
,,2208.839983659493,0.0002433879466003448
,,2209.7713619113024,0.0002859073744537238
,,2210.694169229474,0.00032085131128391974
,,2211.613683577894,0.0003354199064639655
,,2212.5302415544857,0.00035395826475941424
,,2213.443568620815,0.0003558532779793055
,,2214.353878408684,0.00035607633544063223
,,2215.2688911402283,0.00035190404558137683
,,2216.2247067695935,0.00034070818299867774
,,2217.2145287506964,0.0003278016397814534
,,2218.213273844095,0.00030675116841570073
,,2219.1972886295757,0.0002940013420809461
,,2220.1662928092087,0.00027090070232796887
,,2221.1385941833732,0.00024345247762922758
,,2222.1302170497825,0.00021857353632485707
,,2223.149648769329,0.00018850388365798556
,,2224.1975941570627,0.00016657816671808776
,,2225.2615439390593,0.00015352320795871798
,,2226.3198310044368,0.00013678798412164488
,,2227.3576196536224,0.0001210971195816855
,,2228.3764607983253,0.00010333346654303466
,,2229.390542636362,8.65375401992175e-05
,,2230.412990217358,5.871959721428397e-05
,,2231.434258786355,3.2411210116081935e-05
,,2232.4517818291847,1.1088840976305382e-05
,,2233.465497340003,-8.909302282338504e-06
,,2234.475618928162,-2.025255301662005e-05
,,2235.4844044897577,-2.980181595152868e-05
,,2236.521754946924,-3.950821430697446e-05
,,2237.5890885047443,-4.552715323383325e-05
,,2238.6652331404784,-4.997892305894908e-05
,,2239.725618815256,-4.2812359952116666e-05
,,2240.7630630277085,-3.1576963211624566e-05
