u,du,q,Cur_acc
3.0,30.0,0.37784502,7.41562263921758e-07
3.0,0.0,0.72120035,-8.315097055611266e-07
3.0,0.0,0.7225654,1.03916751835893e-06
3.0,0.0,0.72249436,-2.4352968510897256e-08
3.0,0.0,0.72254103,-9.00372750941957e-08
3.0,0.0,0.72257674,-3.0005955367021775e-07
3.0,0.0,0.7225971,3.186476405601575e-07
3.0,0.0,0.72260886,-1.0591046000092986e-07
3.0,0.0,0.7226154,-4.338245897566173e-08
3.0,0.0,0.72261906,9.41343561561971e-09
3.0,0.0,0.722621,-6.569196708824937e-09
3.0,0.0,0.7226218,3.459305632270633e-08
3.0,0.0,0.72262245,-6.895518906538793e-09
3.0,0.0,0.72262293,-2.4074343983274198e-08
3.0,0.0,0.72262317,1.5693193615614846e-07
3.0,0.0,0.7226232,4.61531414376643e-09
3.0,0.0,0.7226234,-1.2621317716159713e-07
3.0,0.0,0.7226235,-2.8220599167461212e-08
3.0,0.0,0.72262365,1.6655368165058188e-09
3.0,0.0,0.72262365,2.9120640415029026e-09
3.0,0.0,0.72262365,1.56603745471139e-08
3.0,0.0,0.72262365,1.3880738011198774e-07
3.0,0.0,0.72262365,-1.5016759232549737e-07
3.0,0.0,0.72262365,-1.924600678696245e-08
3.0,0.0,0.72262365,10.962208074244735
3.0,0.0,0.4551403,14.125744607431388
3.0,0.0,0.31083292,10.751034550716028
3.0,0.0,0.25392255,5.703879872757079
3.0,0.0,0.23096383,1.8893797506095422
3.0,0.0,0.24613312,0.841660212223815
3.0,0.0,0.32126582,2.042760443718474
3.0,0.0,0.47308034,2.5736482872899855
3.0,0.0,0.5944757,1.6385306846172878
3.0,0.0,0.5989297,1.3862755718871502
3.0,0.0,0.5129456,2.117828152275283
3.0,0.0,0.41099474,2.1379562919361894
3.0,0.0,0.35281217,1.8956035294379676
3.0,0.0,0.3949914,2.253531313393701
3.0,0.0,0.49457324,2.475678016998905
3.0,0.0,0.550616,2.244645434038179
3.0,0.0,0.47704005,2.17720042785303
3.0,0.0,0.38736945,2.2994338396097187
3.0,0.0,0.31296876,2.2517179075549
3.0,0.0,0.2677744,2.1500071288315508
3.0,0.0,0.25931913,2.1602880290547106
3.0,0.0,0.25488445,2.1687271524114133
3.0,0.0,0.259984,2.1258694304782284
3.0,0.0,0.25493544,2.1063141120398137
3.0,0.0,0.23302123,2.1100150958243593
3.0,0.0,0.22787772,2.099518356766733
3.0,0.0,0.24187131,2.083484992266679
3.0,0.0,0.3041057,2.075758991638517
3.0,0.0,0.46159923,2.0688658664166413
3.0,0.0,0.5229386,2.0582251050072977
3.0,0.0,0.4934975,2.047539384881813
3.0,0.0,0.43213028,2.037903168586835
3.0,0.0,0.6425275,2.0282674092123836
3.0,0.0,0.75812984,2.0182359893733333
3.0,0.0,0.7812683,2.0083151190528032
