u,du,Cur_acc,q,ru,rdu
1.9885618188961631,19.88561818896163,7.41562263921758e-07,0.01,0.99,0.5
1.9113568985639278,-0.7720492033223536,-8.315097055611266e-07,0.01,0.99,0.5
1.9142170257657012,0.028601272017734214,1.03916751835893e-06,0.01,0.99,0.5
1.914112151238724,-0.0010487452697716115,-2.4352968510897256e-08,0.01,0.99,0.5
1.914097883591467,-0.00014267647256982485,-9.00372750941957e-08,0.01,0.99,0.5
1.9140858219860049,-0.00012061605462188041,-3.0005955367021775e-07,0.01,0.99,0.5
1.914079065247792,-6.756738212931879e-05,3.186476405601575e-07,0.01,0.99,0.5
1.9140748605485587,-4.204699233234521e-05,-1.0591046000092986e-07,0.01,0.99,0.5
1.9140730817107199,-1.7788378388061687e-05,-4.338245897566173e-08,0.01,0.99,0.5
1.9140719845832699,-1.0971274500004569e-05,9.41343561561971e-09,0.01,0.99,0.5
1.9140715066892942,-4.778939757255074e-06,-6.569196708824937e-09,0.01,0.99,0.5
1.9140713175729078,-1.8911638632879146e-06,3.459305632270633e-08,0.01,0.99,0.5
1.9140710207697305,-2.9680317736868744e-06,-6.895518906538793e-09,0.01,0.99,0.5
1.9140709142560044,-1.0651372606140797e-06,-2.4074343983274198e-08,0.01,0.99,0.5
1.9140708380197675,-7.623623687891268e-07,1.5693193615614846e-07,0.01,0.99,0.5
1.9140708268788231,-1.114094438925406e-07,4.61531414376643e-09,0.01,0.99,0.5
1.9140708043635482,-2.251527497776351e-07,-1.2621317716159713e-07,0.01,0.99,0.5
1.9140707892601452,-1.5103402972727054e-07,-2.8220599167461212e-08,0.01,0.99,0.5
1.914070780314424,-8.9457212748556e-08,1.6655368165058188e-09,0.01,0.99,0.5
1.9140707803118113,-2.6125768215479184e-11,2.9120640415029026e-09,0.01,0.99,0.5
1.9140707792725133,-1.0392979810092129e-08,1.56603745471139e-08,0.01,0.99,0.5
1.9140707733839508,-5.888562526479291e-08,1.3880738011198774e-07,0.01,0.99,0.5
1.9140707724914394,-8.925113981206323e-09,-1.5016759232549737e-07,0.01,0.99,0.5
1.9140707720581476,-4.332918468463731e-09,-1.924600678696245e-08,0.01,0.99,0.5
1.8171264545811852,-0.9694431747696242,10.962208074244735,0.01,0.99,0.5
1.7979344246359261,-0.19192029945259037,14.125744607431388,0.01,0.99,0.5
1.812856372482359,0.1492194784643286,10.751034550716028,0.01,0.99,0.5
1.8352354450577444,0.22379072575385406,5.703879872757079,0.01,0.99,0.5
1.845221337895418,0.09985892837673704,1.5597506086687327,0.01,0.99,0.5
1.8336375636425715,-0.11583774252846624,-0.11890757796752544,0.01,0.99,0.5
1.7980337077572526,-0.3560385588531889,0.996498810585573,0.01,0.99,0.5
1.7489626886011729,-0.490710191560797,1.9709788072079508,0.01,0.99,0.5
1.7101150743039206,-0.38847614297252253,0.786354466051325,0.01,0.99,0.5
1.705425710264207,-0.046893640397136505,0.1109225837756096,0.01,0.99,0.5
1.7149557875040997,0.09530077239892742,1.2183069566489206,0.01,0.99,0.5
1.728133173759659,0.1317738625555931,1.5217765173995688,0.01,0.99,0.5
1.7369365479167267,0.08803374157067667,0.9465082661808905,0.01,0.99,0.5
1.7125522288188535,-0.24384319097873197,1.1622604022659329,0.01,0.99,0.5
1.6697703626731133,-0.427818661457402,1.6991098234868534,0.01,0.99,0.5
1.6335912852240082,-0.3617907744910509,1.445078174174783,0.01,0.99,0.5
1.619911603388532,-0.13679681835476298,1.1688821642329792,0.01,0.99,0.5
1.5977012387183624,-0.22210364670169458,1.3909207216049062,0.01,0.99,0.5
1.5750210772523163,-0.22680161466046123,1.413015738293322,0.01,0.99,0.5
1.5534819070251507,-0.21539170227165672,1.2183808814783532,0.01,0.99,0.5
1.531325813636019,-0.22156093389131604,1.2216515377022212,0.01,0.99,0.5
1.516371585079958,-0.149542285560611,1.2581178748277242,0.01,0.99,0.5
1.5422028359887823,0.2583125090882432,1.1860109002595156,0.01,0.99,0.5
1.5678717762860035,0.2566894029722122,1.1812948253279068,0.01,0.99,0.5
1.5873045999933872,0.1943282370738375,1.2368175087284015,0.01,0.99,0.5
1.5815544669352875,-0.057501330580997934,1.226978751964824,0.01,0.99,0.5
1.5514775028186314,-0.3007696411665606,1.1942444977942137,0.01,0.99,0.5
1.5157975959121974,-0.35679906906433967,1.1739109438131619,0.01,0.99,0.5
1.4924430645780224,-0.23354531334174977,1.1402200894299164,0.01,0.99,0.5
1.4927299429903882,0.0028687841236574307,1.1124779339188997,0.01,0.99,0.5
1.505795980949337,0.13066037958948895,1.1136081823963164,0.01,0.99,0.5
1.5162511098964553,0.10455128947118197,1.1214705063737667,0.01,0.99,0.5
1.4983071225480107,-0.179439873484446,1.1171125797601626,0.01,0.99,0.5
1.4614710427584177,-0.36836079789593024,1.0938732772465805,0.01,0.99,0.5
1.421622466413396,-0.3984857634502159,1.0533998120910468,0.01,0.99,0.5
1.402127440598391,-0.19495025815005063,1.0162791747722268,0.01,0.99,0.5
1.4059313503170079,0.038039097186168824,0.9993851093011386,0.01,0.99,0.5
1.383579528526236,-0.22351821790771886,1.0009056870931428,0.01,0.99,0.5
1.3627805556310677,-0.207989728951683,0.9821152451501565,0.01,0.99,0.5
1.341836814848528,-0.20943740782539688,0.9454230217705086,0.01,0.99,0.5
1.3205932674551806,-0.2124354739334744,0.9285915901631909,0.01,0.99,0.5
1.2990275343405953,-0.21565733114585317,0.9135245363656717,0.01,0.99,0.5
1.3170507326271095,0.1802319828651422,0.8854709341229527,0.01,0.99,0.5
1.3394146456021099,0.223639129750004,0.8880652019539758,0.01,0.99,0.5
1.3583914533480566,0.18976807745946678,0.9161684852547349,0.01,0.99,0.5
1.3614992266146122,0.031077732665556468,0.9180169496284709,0.01,0.99,0.5
1.3398122463950284,-0.21686980219583818,0.9030414029366594,0.01,0.99,0.5
1.309019823331762,-0.3079242306326635,0.8834995112327253,0.01,0.99,0.5
1.2823111795156226,-0.26708643816139466,0.8530283157910996,0.01,0.99,0.5
1.2750566361405102,-0.07254543375112332,0.8258096654630137,0.01,0.99,0.5
1.2834187404806416,0.08362104340131404,0.8190341693343566,0.01,0.99,0.5
1.2934132849272184,0.0999454444657677,0.8258117060678085,0.01,0.99,0.5
1.2871236672347595,-0.06289617692458949,0.8278702834580133,0.01,0.99,0.5
1.2625346817026812,-0.24588985532078222,0.8147159002061256,0.01,0.99,0.5
1.2345212935776084,-0.28013388125072813,0.7870591537705955,0.01,0.99,0.5
1.2210308944642143,-0.13490399113394114,0.7587351549782564,0.01,0.99,0.5
1.1652843486708346,-0.5574654579337968,0.7461104006772639,0.01,0.99,0.5
1.216041091063327,0.5075674239249239,0.7107801410427484,0.01,0.99,0.5
