vs,vs_cmd,throttle
0.0,0.2999999999999973,1.0
8.3151898811854e-08,0.6883957823479103,0.9145377278327942
2.076581441368844e-08,0.4048432480115019,1.0
1.8330373056742534e-08,0.2826631304018912,1.0
9.326737129395701e-09,0.23139513429548028,1.0
2.067928117885535e-08,0.20996637094551376,1.0
1.1185524663976484e-08,0.20105874555619133,1.0
5.947060779031802e-10,0.1956308699376939,1.0
3.743626149874212e-09,0.19601796610369426,1.0
2.8024040556195303e-09,0.19563280886897733,1.0
3.4592674313322853e-09,0.19526745373800644,1.0
0.0,0.194804252640984,1.0
6.896120528359109e-10,0.19491818468591465,1.0
3.0970121504418734e-09,0.19488856519350892,1.0
1.2596190582019233e-08,0.19485235958042235,1.0
1.3057726337841657e-08,0.1948287478449681,1.0
4.36411537931478e-10,0.19481488051672047,1.0
2.3856486965062756e-09,0.19481280018583114,1.0
2.2190847038890935e-09,0.19480916611122306,1.0
1.9279053808418357e-09,0.19480686857183702,1.0
3.618381384842365e-10,0.19480563776610546,1.0
1.3518882845550662e-08,0.19480505615286856,1.0
1.4978543895353016e-09,0.19480574201115672,1.0
3.4224734089376703e-09,0.19480584700524636,1.0
1.0961243628216806,1.2810455233358522,0.0
2.5081591412440076,2.6937421144434097,0.0
3.581817212477375,3.7729146996256446,0.0
4.150300660385762,4.346286862486889,0.0
4.305035456991367,4.5075428825072095,0.9022231698036194
4.292683146075964,4.499221485946735,1.0
4.39223768644703,4.597593094996311,0.5158420205116272
4.593493212052561,4.79433665591846,0.23485220968723297
4.696856956095716,4.8929011463148875,0.6700707674026489
4.73925842704018,4.930619506528141,0.7768324613571167
4.873121414106553,5.059519993197975,0.4312513470649719
5.025161027479531,5.209159820696609,0.5290928483009338
5.130723729082078,5.315454104261791,0.7773393392562866
5.2638762812652,5.450138638100759,0.6618559956550598
5.441406836112673,5.628585571151788,0.529165506362915
5.596941853932331,5.783136935341211,0.6369732618331909
5.734669768153461,5.9187095409516095,0.6687379479408264
5.8886467912144465,6.070809535413712,0.5895589590072632
6.040631843520122,6.220851153995682,0.6039851903915405
6.178916435322056,6.3572845739104356,0.6399743556976318
6.317826063311664,6.494405683080268,0.6186352968215942
6.45800908256269,6.634680389725865,0.6172319054603577
6.593599547775124,6.77274293963377,0.6404844522476196
6.729154368186591,6.910845255702639,0.6396361589431763
6.8668966109352985,7.0488410205237155,0.6282533407211304
7.001865432459335,7.182052844915758,0.6297318935394287
