u,du,q,Cur_acc
2.0,20.0,0.37784502,7.41562263921758e-07
2.0000000000000244,2.4424906541753444e-13,0.72120035,-8.315097055611266e-07
2.0,-2.4424906541753444e-13,0.7225654,1.03916751835893e-06
2.0,0.0,0.72249436,-2.4352968510897256e-08
2.0,0.0,0.72254103,-9.00372750941957e-08
2.0,0.0,0.72257674,-3.0005955367021775e-07
2.000000000000033,3.2862601528904634e-13,0.7225971,3.186476405601575e-07
2.000000000000004,-2.886579864025407e-13,0.72260886,-1.0591046000092986e-07
2.0000000000000204,1.6431300764452317e-13,0.7226154,-4.338245897566173e-08
2.0,-2.042810365310288e-13,0.72261906,9.41343561561971e-09
2.0,0.0,0.722621,-6.569196708824937e-09
2.0000000000000244,2.4424906541753444e-13,0.7226218,3.459305632270633e-08
2.0,-2.4424906541753444e-13,0.72262245,-6.895518906538793e-09
2.000000000000049,4.884981308350689e-13,0.72262293,-2.4074343983274198e-08
2.0000000000000164,-3.241851231905457e-13,0.72262317,1.5693193615614846e-07
2.0,-1.6431300764452317e-13,0.7226232,4.61531414376643e-09
2.0,0.0,0.7226234,-1.2621317716159713e-07
2.0,0.0,0.7226235,-2.8220599167461212e-08
2.0,0.0,0.72262365,1.6655368165058188e-09
2.0000000000000124,1.2434497875801753e-13,0.72262365,2.9120640415029026e-09
2.0000000000000244,1.199040866595169e-13,0.72262365,1.56603745471139e-08
2.0,-2.4424906541753444e-13,0.72262365,1.3880738011198774e-07
2.0,0.0,0.72262365,-1.5016759232549737e-07
2.0,0.0,0.72262365,-1.924600678696245e-08
2.0000000000000124,1.2434497875801753e-13,0.72262365,10.962208074244735
2.0000000000000124,0.0,0.4551403,14.125744607431388
2.0000000000000124,0.0,0.31083292,10.751034550716028
2.0000000000000635,5.10702591327572e-13,0.25392255,5.703879872757079
2.000000000000014,-4.929390229335695e-13,0.23096383,1.5597506086687327
2.0000000000000306,1.6431300764452317e-13,0.24373029,-0.11890757796752544
2.0,-3.064215547965432e-13,0.30083463,0.996498810585573
2.0,0.0,0.44652674,2.005016069024515
2.0,0.0,0.5672204,1.0170953948590027
2.0,0.0,0.5659867,0.4428831361246025
2.0,0.0,0.46778864,1.4116101806064172
2.0000000000000164,1.6431300764452317e-13,0.35751218,1.6270131837418877
2.00000000000001,-6.217248937900877e-14,0.29565412,1.1629783257935762
2.0,-1.021405182655144e-13,0.3323949,1.4276169549772144
2.0000000000000164,1.6431300764452317e-13,0.42248622,1.8619665686833775
2.0,-1.6431300764452317e-13,0.5002162,1.6392864682491837
2.0,0.0,0.5042123,1.4677052009478635
2.0,0.0,0.5203907,1.6531536048613347
2.0,0.0,0.53065455,1.6507653856659177
2.0,0.0,0.5407637,1.5190820656365431
2.0,0.0,0.54274595,1.5350194422028947
2.0,0.0,0.5041053,1.5560087335163504
2.0,0.0,0.3861211,1.5021361935328639
2.0,0.0,0.27569687,1.4808901717628984
2.0,0.0,0.2273336,1.4903984655243576
2.0,0.0,0.22080472,1.476656545418706
2.0,0.0,0.23243713,1.4599109923033717
2.0,0.0,0.25578043,1.4557637108635992
2.0,0.0,0.26529536,1.448235303339598
2.0,0.0,0.24184841,1.4371978352749037
2.0,0.0,0.21879378,1.4293430257862978
2.0,0.0,0.20883799,1.4211313584171814
2.0,0.0,0.20926513,1.4116467412802063
2.0,0.0,0.21561469,1.402915272182961
2.0,0.0,0.22279888,1.3940611365880196
2.0,0.0,0.22462188,1.3849059590716912
2.0,0.0,0.21549317,1.3761970639489505
2.0,0.0,0.21933873,1.367684419247206
2.0,0.0,0.22248381,1.359162171344541
2.0,0.0,0.23270719,1.3504682171416895
2.0,0.0,0.27707693,1.341947794697279
2.0,0.0,0.36583477,1.3339690744483008
2.0,0.0,0.24710514,1.3261561134646138
2.0,0.0,0.21048144,1.3178394529906452
2.0,0.0,0.20323867,1.3097071103031468
2.0,0.0,0.2021419,1.3022646345392452
2.0,0.0,0.20406713,1.294553110693358
2.0,0.0,0.21290319,1.286881520075862
2.0,0.0,0.24502228,1.2794955342530927
