u,du,Cur_acc,q,ru,rdu
2.1469282774787275,21.469282774787274,7.41562263921758e-07,0.03261506855487824,1,1
0.7407623921375255,-14.06165885341202,-8.315097055611266e-07,0.0116560198366642,1,1
0.8033449102838619,0.6258251814633642,1.03916751835893e-06,0.01165691614151001,1,1
0.8003280530019519,-0.030168572819100348,-2.4352968510897256e-08,0.011656880378723145,1,1
0.8004579434603526,0.0012989045840072766,-9.00372750941957e-08,0.011656928062438964,1,1
0.8004394962215986,-0.00018447238753993567,-3.0005955367021775e-07,0.01165696159005165,1,1
0.8004334831152862,-6.0131063124302386e-05,3.186476405601575e-07,0.011656980216503143,1,1
0.8004302692255224,-3.213889763764577e-05,-1.0591046000092986e-07,0.011656992137432098,1,1
0.8004277130238282,-2.5562016942037857e-05,-4.338245897566173e-08,0.011657001823186875,1,1
0.8004268624057145,-8.506181137235558e-06,9.41343561561971e-09,0.011657004058361054,1,1
0.8004261732074935,-6.891982209378256e-06,-6.569196708824937e-09,0.011657007038593292,1,1
0.800425958520048,-2.146874454878045e-06,3.459305632270633e-08,0.011657007038593292,1,1
0.800425735768372,-2.227516761044157e-06,-6.895518906538793e-09,0.011657007038593292,1,1
0.8004256062657206,-1.2950265138034212e-06,-2.4074343983274198e-08,0.011657007038593292,1,1
0.8004255314481749,-7.481754571436738e-07,1.5693193615614846e-07,0.011657007038593292,1,1
0.8004255103577744,-2.1090400426082567e-07,4.61531414376643e-09,0.011657007038593292,1,1
0.8004254833487877,-2.7008986713816796e-07,-1.2621317716159713e-07,0.011657007038593292,1,1
0.8004254666838546,-1.6664933100152268e-07,-2.8220599167461212e-08,0.011657007038593292,1,1
0.8004254585459927,-8.137861939871982e-08,1.6655368165058188e-09,0.011657007038593292,1,1
0.8004254556873487,-2.858643988190579e-08,2.9120640415029026e-09,0.011657007038593292,1,1
0.800425451996522,-3.6908266443091975e-08,1.56603745471139e-08,0.011657007038593292,1,1
0.8004254497057945,-2.2907274965788815e-08,1.3880738011198774e-07,0.011657007038593292,1,1
0.8004254488871146,-8.186799016485224e-09,-1.5016759232549737e-07,0.011657007038593292,1,1
0.800425448142325,-7.447896743784099e-09,-1.924600678696245e-08,0.011657007038593292,1,1
0.6913844959451316,-1.0904095219719334,10.75043809197597,0.011657007038593292,1,1
0.6979034431940884,0.06518947248956741,12.691273937145677,0.011778366565704346,1,1
0.7835154331938629,0.8561198999977448,7.283289333739101,0.011927652359008788,1,1
1.0098758972656057,2.263604640717428,2.3045879031651286,0.01386680155992508,1,1
1.271981442073037,2.6210554480743142,0.37810075237970436,0.016599076986312866,1,1
1.2714346097359173,-0.0054683233711982915,1.1449205680977526,0.016743803024291994,1,1
1.0754662187872273,-1.9596839094869,1.500246114312616,0.014576712250709533,1,1
0.8725420861325572,-2.0292413265467,0.3593916882021561,0.012107495963573457,1,1
0.8375028541421276,-0.35039231990429687,0.07785895611639054,0.012074203789234161,1,1
0.7946209565844247,-0.42881897557702886,0.8085966266526974,0.012172593921422958,1,1
0.7591695612598871,-0.3545139532453756,0.6597494490396023,0.01232347935438156,1,1
0.7560169381396902,-0.03152623120196929,0.2977951770591477,0.01237209588289261,1,1
0.7721459121928259,0.16128974053135736,0.7683128035130016,0.012311398983001709,1,1
0.7958801422928987,0.23734230100072806,1.0375075218981935,0.012233207374811173,1,1
0.8202380213918,0.24357879098901303,0.7995625881134482,0.012196342647075652,1,1
0.8180065960354989,-0.022314253563011643,0.8281445944775374,0.012210557609796524,1,1
0.803454728852748,-0.1455186718275081,0.9555697599784662,0.012253060191869735,1,1
0.7957931914384051,-0.07661537414342945,0.8493967856837734,0.012297694385051728,1,1
0.7879117249635623,-0.0788146647484278,0.8059021355888785,0.012345407158136368,1,1
0.7791088832059742,-0.08802841757588165,0.848269604393002,0.01239401549100876,1,1
0.7704951121719543,-0.08613771034019835,0.8107998006565649,0.012447633594274522,1,1
0.7777961850360361,0.0730107286408177,0.7756293974859136,0.012443220615386963,1,1
0.8061438173137883,0.28347632277752166,0.7931656878006653,0.012373139709234237,1,1
0.8345830034635511,0.2843918614976282,0.8061810156086983,0.01234290599822998,1,1
0.8355427098255812,0.009597063620301327,0.8109844149473528,0.012350378185510635,1,1
0.8124459026269841,-0.2309680719859708,0.8033708268776737,0.012396693229675293,1,1
0.7866346370894486,-0.25811265537535544,0.772838956214733,0.01247468739748001,1,1
0.7828035529343299,-0.0383108415511868,0.7475551305055407,0.012512679398059844,1,1
0.8018933082859206,0.19089755351590743,0.7481673646096769,0.012477123737335205,1,1
0.8305192797718067,0.2862597148588608,0.7623517823357354,0.012448789924383164,1,1
0.8959009302334199,0.6538165046161315,0.7775568318744193,0.013130469620227814,1,1
0.8468515390448705,-0.4904939118854934,0.817642053285876,0.012624815106391907,1,1
0.8121849510698181,-0.346665879750524,0.7884913735547987,0.012507288157939911,1,1
0.792463305853939,-0.19721645215879158,0.7162851445268132,0.012560804188251496,1,1
0.7973689035102289,0.049055976562899506,0.7240254820615838,0.012570562958717345,1,1
0.8220965616326247,0.24727658122395746,0.7432236186107687,0.012555031478404999,1,1
0.8455571893125179,0.2346062767989321,0.7398367233166374,0.012708906829357148,1,1
0.8260592384920662,-0.19497950820451693,0.7540555251179499,0.012569937109947204,1,1
0.8184429734892673,-0.07616265002798883,0.7426075866386107,0.012586721777915954,1,1
0.8084963705685737,-0.09946602920693604,0.7132128164824303,0.0125780388712883,1,1
0.7994281746748775,-0.09068195893696229,0.7130654250717998,0.012589080631732941,1,1
0.8049395574059671,0.055113827310896424,0.7075172565888198,0.012573012709617614,1,1
0.8744916075559218,0.6955205014995469,0.6982790928425845,0.01296435296535492,1,1
1.0685899470964533,1.9409833954053146,0.7496989792436044,0.015372875332832336,1,1
1.0617514195662485,-0.06838527530204752,0.903863430256275,0.01535533219575882,1,1
0.8931879893523607,-1.6856343021388787,0.9183799503310117,0.01311064213514328,1,1
0.8364682701153419,-0.567197192370188,0.69213849842696,0.012497077137231827,1,1
0.826464479588539,-0.10003790526802891,0.6234982184915752,0.012492337077856065,1,1
0.8359020142945766,0.09437534706037587,0.7408635439350829,0.012450828403234481,1,1
0.8601219392274714,0.2421992493289482,0.7186193049643976,0.012434599548578262,1,1
0.8825249053551205,0.22402966127649138,0.6721890923808402,0.012440285831689834,1,1
0.8798696597166454,-0.02655245638475079,0.7288704588956432,0.012399182468652726,1,1
0.8577904390962849,-0.22079220620360496,0.7314960445329028,0.012303738296031952,1,1
0.8400883580271431,-0.1770208106914184,0.6668564043921754,0.012229402363300324,1,1
0.8430085580247121,0.02920199997568984,0.6537030083499358,0.012191446125507354,1,1
0.8646026091412453,0.2159405111653323,0.6730161991361068,0.012210150063037873,1,1
0.8806993051470804,0.16096696005835076,0.6765062694313579,0.012222965061664582,1,1
0.8681043832787265,-0.1259492186835387,0.6785424940920417,0.012146220356225968,1,1
0.8576685762185794,-0.10435807060147129,0.6662365886931023,0.01208328977227211,1,1
0.8484679911715561,-0.09200585047023258,0.6441121442812046,0.012041769176721572,1,1
0.8390971652809776,-0.09370825890578582,0.637722919155926,0.012003342807292938,1,1
0.833153524962504,-0.059436403184734976,0.6299619510882583,0.01197144240140915,1,1
0.862433458440684,0.2927993347817992,0.6154428143386277,0.011980865150690079,1,1
0.8903519493699509,0.27918490929266904,0.6320665444722307,0.011963131278753281,1,1
0.9076966469381135,0.17344697568162593,0.6617842310974738,0.01191890686750412,1,1
0.906770660751196,-0.009259861869175268,0.659347244213202,0.011854751408100129,1,1
0.8952295742773602,-0.11541086473835782,0.6440175959596071,0.011781696975231171,1,1
0.8848891256655245,-0.10340448611835695,0.6341340077881827,0.011712701618671417,1,1
0.8836583973908825,-0.0123072827464199,0.6231720455826737,0.011655080318450927,1,1
0.8909705247425038,0.07312127351621345,0.6163060359844619,0.011607243865728378,1,1
0.9009280746031866,0.09957549860682757,0.6202481844626704,0.011564769595861436,1,1
0.9086190076470637,0.07690933043877135,0.6247593110600156,0.011525919288396835,1,1
0.9120847861164985,0.03465778469434744,0.6234671226421515,0.011484789848327636,1,1
0.9127979390255431,0.00713152909044612,0.6198726687027095,0.011439623683691025,1,1
0.9138192036452969,0.010212646197538255,0.6156204791629188,0.01139623150229454,1,1
0.9169744278019066,0.03155224156609737,0.6111507333295234,0.011357779800891876,1,1
0.9221467991923427,0.05172371390436026,0.6089925324420447,0.011323942989110946,1,1
0.9291508181986612,0.07004019006318529,0.6091451084670548,0.011303935199975967,1,1
0.9480497837159196,0.18898965517258448,0.6098499733938478,0.011438186466693877,1,1
0.9635212599828447,0.15471476266925022,0.6181641880502142,0.011543593555688857,1,1
0.9762930572840324,0.12771797301187715,0.6288467017574702,0.011619114875793457,1,1
0.9881004970384895,0.11807439754457083,0.6299653598205268,0.011681286990642548,1,1
1.0017515259983507,0.13651028959861256,0.6312871324279266,0.011761057376861572,1,1
1.0183931126613717,0.16641586663020957,0.6390672889257115,0.011872408539056778,1,1
1.0366213935270756,0.18228280865703939,0.6473099787244396,0.012000477313995362,1,1
1.055409067459682,0.18787673932606497,0.6546195096734561,0.012133409827947616,1,1
1.0080428876895937,-0.4736617977008839,0.6635285032545994,0.011598622798919678,1,1
0.9690470397459187,-0.38995847943675055,0.630076098837439,0.011143813282251358,1,1
0.9507125956057182,-0.18334444140200468,0.5726182003816017,0.010940682888031007,1,1
0.9460091790036526,-0.047034166020656354,0.5672425532451955,0.010917267948389053,1,1
0.9403272791977948,-0.0568189980585776,0.5783235872662575,0.010894856601953506,1,1
0.9518511200412952,0.11523840843500444,0.5610494233322909,0.010892713069915771,1,1
0.9757084492154801,0.23857329174184816,0.5559582202519384,0.010967709869146348,1,1
1.0144094538558106,0.3870100464033055,0.5828607329606512,0.01128108948469162,1,1
1.0084097854362803,-0.059996684195302574,0.6087202504287179,0.011193230003118514,1,1
0.9761413071493552,-0.3226847828692514,0.5975667968064367,0.010862312465906142,1,1
0.9685468352582253,-0.07594471891129939,0.5539132683387004,0.010835409164428711,1,1
0.9605233994564919,-0.0802343580173337,0.542083097828871,0.01081191748380661,1,1
0.9546516828630432,-0.058717165934486504,0.5544018216705772,0.010792727768421172,1,1
0.9507992550626619,-0.038524278003813084,0.5403210089945522,0.010776553303003311,1,1
0.9481871301363881,-0.02612124926273829,0.5241611230022628,0.010763652622699738,1,1
0.9456163824214189,-0.025707477149692348,0.5269758581007257,0.01075361967086792,1,1
0.9423864158657822,-0.03229966555636676,0.5251644395067485,0.010743441432714463,1,1
0.9387484356987463,-0.0363798016703587,0.5128572401565474,0.0107330322265625,1,1
0.9350646322419911,-0.0368380345675523,0.505939640773067,0.010727474838495255,1,1
0.931139957326591,-0.039246749154000504,0.5033673426649141,0.010723590850830078,1,1
0.9272043000694784,-0.03935657257112646,0.4964797603539599,0.010720939934253692,1,1
0.9233790649577421,-0.03825235111736269,0.4886496434946358,0.010719802230596542,1,1
0.919533722199845,-0.03845342757897163,0.4834777594819336,0.010718834400177003,1,1
0.9081682215654079,-0.11365500634437087,0.47822245842173605,0.010726311057806016,1,1
0.8789381195846531,-0.2923010198075482,0.46684498605939284,0.010734901577234269,1,1
0.9034699529655925,0.2453183338093945,0.4411966270496892,0.01074375882744789,1,1
0.8160540952105837,-0.8741585775500882,0.44588391953581785,0.010752575844526291,1,1
0.9072834316542706,0.9122933644368691,0.4135366522070193,0.010762019455432892,1,1
0.8100188718314503,-0.9726455982282034,0.4148143840531441,0.010771720856428146,1,1
0.8740594666530217,0.6404059482157143,0.4259630165611059,0.010782189667224884,1,1
0.8035812511047057,-0.7047821554831601,0.3913485335240243,0.010793521255254745,1,1
0.8003122576973493,-0.03268993407356424,0.3878634000036809,0.010804660618305206,1,1
0.797127763731894,-0.03184493965455282,0.3547037613148959,0.01081629991531372,1,1
0.7942800771977706,-0.028476865341233726,0.3566856306101359,0.010835816711187362,1,1
0.7913149796182396,-0.029650975795310064,0.36572935254279026,0.010857398808002471,1,1
0.7883733170526779,-0.0294166256556172,0.35232880755490714,0.010880400985479355,1,1
0.7853018469845154,-0.030714700681624407,0.34234339061420876,0.010902754962444305,1,1
0.7821461592600614,-0.031556877244540704,0.3449324921755771,0.01092669740319252,1,1
0.7789070676343539,-0.032390916257074576,0.34099836593563637,0.010951463878154755,1,1
0.7756456225615139,-0.03261445072839986,0.3314960794380591,0.010977301746606827,1,1
0.772321879423168,-0.03323743138345936,0.32817887553970604,0.011004040390253067,1,1
0.7689362760129271,-0.03385603410240856,0.3261033884341547,0.011031918227672577,1,1
0.7655308162719334,-0.034054597409937104,0.3202784933592358,0.011061076819896699,1,1
0.7621008231109833,-0.03429993160950162,0.3148607062211569,0.011091282218694687,1,1
0.7586231398054578,-0.034776833055254475,0.3112740045601036,0.011122679710388184,1,1
0.7551004024483642,-0.035227373570936305,0.30689355919110833,0.011155430972576142,1,1
0.75156154978748,-0.03538852660884162,0.3018773304195912,0.011189500987529754,1,1
0.7479780274899999,-0.03583522297480157,0.2974701063093291,0.011224891990423203,1,1
0.744361215790562,-0.036168116994378385,0.29285231414781054,0.01126176118850708,1,1
0.7407323695517815,-0.0362884623878057,0.2885787859306942,0.01130027323961258,1,1
0.7370633191305838,-0.03669050421197695,0.28495250564053926,0.011341233551502228,1,1
0.7336854604389438,-0.03377858691639979,0.276406849232266,0.011386974155902863,1,1
0.7320387040398935,-0.016467563990503198,0.29228659260807005,0.011435468494892121,1,1
0.7298913453539344,-0.021473586859590554,0.30464198645108637,0.01147598996758461,1,1
0.727631420338361,-0.02259925015573372,0.2613992499265289,0.011517806351184845,1,1
0.7251890009811548,-0.02442419357206238,0.2619439316777264,0.011560626327991486,1,1
0.7227426096135843,-0.024463913675705218,0.28153995804621,0.011606879532337189,1,1
0.7205671282488517,-0.021754813647325566,0.26812161700526815,0.011657989025115967,1,1
0.7186279534959918,-0.019391747528598735,0.25513463259078584,0.011713273823261261,1,1
0.7167103098843892,-0.019176436116026263,0.2617846323941825,0.01177213191986084,1,1
0.715070717064292,-0.0163959282009718,0.26162974241080617,0.011838774383068084,1,1
0.7130783796006419,-0.01992337463650129,0.25213489006004547,0.011899979412555694,1,1
0.707080593921634,-0.05997785679007883,0.2497751570121241,0.011889345943927765,1,1
0.700995472936225,-0.060851209854090316,0.24795330504436106,0.011878762394189835,1,1
0.6948675073896213,-0.06127965546603664,0.23925840389952224,0.011868171393871307,1,1
0.6887049770680868,-0.06162530321534576,0.23218146719323687,0.011857815086841583,1,1
0.6826090729916702,-0.060959040764165806,0.2281310002449562,0.011850118637084961,1,1
0.6764977603338035,-0.061113126578666854,0.22222972937774677,0.01184343546628952,1,1
0.6703224866623722,-0.06175273671431336,0.21544783517736055,0.011836721748113632,1,1
0.6640739025287717,-0.0624858413360041,0.20987837164079948,0.011830010265111924,1,1
0.6577714287992436,-0.06302473729528191,0.20429290381270776,0.01182325854897499,1,1
0.6514296383898314,-0.06341790409412185,0.19805206007747111,0.011816489696502685,1,1
0.6449532913890217,-0.06476347000809679,0.19203417918528193,0.01181015968322754,1,1
0.6383897604483121,-0.06563530940709605,0.18627713146852518,0.011804060637950897,1,1
0.6319659599615616,-0.06423800486750508,0.1802434096290186,0.011799440532922745,1,1
0.6257612948741438,-0.06204665087417793,0.17433037369456453,0.011799705028533936,1,1
0.619507989849473,-0.06253305024670808,0.1688093311534807,0.01179989129304886,1,1
0.6132453254693622,-0.06262664380110805,0.1633148247511558,0.01179989129304886,1,1
0.6069383005074844,-0.06307024961877739,0.15757142543435174,0.011798875033855438,1,1
0.6004203959697101,-0.06517904537774344,0.15395821343814903,0.011793740093708038,1,1
0.5939508918902572,-0.06469504079452904,0.1478094115803643,0.011789686977863312,1,1
0.5875515982415023,-0.06399293648754911,0.1406439896967539,0.011787202209234238,1,1
0.5811347875740028,-0.0641681066749944,0.13606894429620003,0.011784811317920686,1,1
0.5747145146952408,-0.06420272878762012,0.13091100534355718,0.011782469600439072,1,1
0.5683283263767256,-0.06386188318515229,0.1220301614581582,0.011780166625976562,1,1
0.5619665387459039,-0.06361787630821736,0.1148830198915221,0.011777932941913604,1,1
0.555553149878334,-0.06413388867569814,0.11689985748325385,0.01177576556801796,1,1
0.5491831577647379,-0.06369992113596123,0.10791503221205662,0.011773581802845,1,1
0.5428378907765741,-0.06345266988163845,0.10078325840642056,0.011771488189697265,1,1
0.536409998522485,-0.06427892254089018,0.09770612543539477,0.011769919097423554,1,1
0.5300899025339971,-0.06320095988487928,0.09275020719660834,0.011773426830768586,1,1
0.5238219728358156,-0.06267929698181574,0.08607621378765457,0.01177501454949379,1,1
0.5175202090374984,-0.0630176379831715,0.08126825695568345,0.011774618923664094,1,1
0.511162442343153,-0.06357766694345401,0.07666256717571003,0.011773040145635605,1,1
0.5046633088114713,-0.06499133531681744,0.06679079041762542,0.011765857040882111,1,1
0.4982175861444288,-0.06445722667042464,0.0639040596646302,0.011759235709905624,1,1
0.49178091504464533,-0.06436671099783464,0.06439003777220166,0.011752910912036896,1,1
0.4852431790196588,-0.06537736024986529,0.056526892245938314,0.011746442317962647,1,1
0.47884069873626295,-0.0640248028339585,0.0484895853002835,0.011740434169769286,1,1
0.47252330701861134,-0.0631739171765161,0.04647901095463028,0.011734895408153534,1,1
0.4662701152504887,-0.06253191768122612,0.04162993115749765,0.011731965839862824,1,1
0.4601217017108831,-0.06148413539605602,0.03505532255472346,0.01173013225197792,1,1
0.45500105815806385,-0.051206435528192706,0.029839001225148598,0.011755881458520889,1,1
0.44993393313078567,-0.050671250272781854,0.026898536950746156,0.011783023178577424,1,1
0.4447977665763432,-0.051361665544424895,0.023431676647523526,0.011811494827270508,1,1
0.4399108454651414,-0.048869211112017585,-0.0010512388683567994,0.011842837184667587,1,1
0.4351010589384178,-0.04809786526723647,-0.00036845632971492336,0.011875800788402557,1,1
0.4301420569963231,-0.049590019420946985,0.011706457619021355,0.011909262835979461,1,1
0.42533269110259014,-0.04809365893732931,-0.0025976578881749565,0.011943481117486953,1,1
0.4205941172121943,-0.04738573890395836,-0.008001351935770796,0.011978538334369659,1,1
0.41583125169615753,-0.04762865516036774,-0.004436650010190786,0.012014379352331161,1,1
0.4111701559612207,-0.046610957349368376,-0.009087977841359847,0.012055325508117675,1,1
0.40648248643479334,-0.046876695264273516,-0.017057222240280084,0.012097642570734025,1,1
0.40193379852777894,-0.04548687907014404,-0.018388197182486275,0.012142741680145263,1,1
0.3974385145220434,-0.04495284005735567,-0.01790331252163381,0.0121893048286438,1,1
0.3929410832665877,-0.04497431255455653,-0.02247034585894481,0.012236540019512177,1,1
0.38853111625509024,-0.04409967011497484,-0.027614549662078672,0.012285737693309784,1,1
0.3841700431753846,-0.04361073079705624,-0.029697215679724682,0.012336657196283341,1,1
0.37984329102925507,-0.04326752146129542,-0.032072156152104424,0.012388949096202851,1,1
0.3762612469298759,-0.03582044099379178,-0.03581694870186261,0.012475142627954483,1,1
0.3734244554690514,-0.02836791460824495,-0.05600032674042909,0.012582871317863464,1,1
0.3705580837176866,-0.028663717513647824,-0.06273761563170847,0.012687957286834717,1,1
0.36744572534198844,-0.031123583756981765,-0.04201838204660598,0.012795868515968322,1,1
0.36471457476643737,-0.027311505755510668,-0.05665242766371466,0.01291453093290329,1,1
0.36202181749088824,-0.02692757275549129,-0.058909163776706665,0.013035674393177033,1,1
0.35915143053761006,-0.02870386953278181,-0.05314652116530715,0.013154605031013488,1,1
0.35644752089151543,-0.027039096460946266,-0.05714133643827053,0.013287253677845001,1,1
0.35427474460489056,-0.02172776286624878,-0.08415894002086245,0.013437172770500183,1,1
0.35202695583323734,-0.02247788771653214,-0.06583174260753502,0.013592323660850525,1,1
0.3497904537556475,-0.022365020775898525,-0.059635503272931614,0.013756008446216583,1,1
0.3476001130213308,-0.02190340734316676,-0.07307727179000592,0.01391984224319458,1,1
0.3452705248073929,-0.023295882139379165,-0.0732731027955507,0.014080365002155305,1,1
0.3429251332326388,-0.023453915747541076,-0.06776651471607685,0.014246675372123718,1,1
0.3406613318842519,-0.022638013483868846,-0.0822678691311808,0.014417330920696258,1,1
0.3385815411357782,-0.020797907484736977,-0.0909902684298315,0.014605793356895446,1,1
